epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,35,,,,,,,0.8764045238494873,0.37899965047836304
0,35,,,0.7640449404716492,,0.8995242118835449,,,
1,49,,,,0.8999999761581421,,0.12352509796619415,,
1,71,,,,,,,0.8764045238494873,0.4822884798049927
1,71,,,0.858146071434021,,0.3912077844142914,,,
2,99,,,,0.949999988079071,,0.10914207249879837,,
2,107,,,,,,,0.8876404762268066,0.31350022554397583
2,107,,,0.9030898809432983,,0.25513985753059387,,,
3,143,,,,,,,0.8426966071128845,0.31218597292900085
3,143,,,0.9213483333587646,,0.21434186398983002,,,
4,149,,,,0.8999999761581421,,0.5464671850204468,,
4,179,,,,,,,0.9438202381134033,0.27288803458213806
4,179,,,0.9016854166984558,,0.22594209015369415,,,
5,199,,,,0.949999988079071,,0.10825362801551819,,
5,215,,,,,,,0.898876428604126,0.4060569405555725
5,215,,,0.915730357170105,,0.2080051153898239,,,
6,249,,,,0.949999988079071,,0.05399832874536514,,
6,251,,,,,,,0.9213483333587646,0.24770349264144897
6,251,,,0.9353932738304138,,0.15068314969539642,,,
7,287,,,,,,,0.8651685118675232,0.3917986750602722
7,287,,,0.9508426785469055,,0.12243806570768356,,,
8,299,,,,1.0,,0.14666835963726044,,
8,323,,,,,,,0.932584285736084,0.3591589033603668
8,323,,,0.9171348214149475,,0.1928541660308838,,,
9,349,,,,1.0,,0.03500229865312576,,
9,359,,,,,,,0.9438202381134033,0.27995583415031433
9,359,,,0.9508426785469055,,0.12078997492790222,,,
10,395,,,,,,,0.898876428604126,0.41210848093032837
10,395,,,0.966292142868042,,0.09377491474151611,,,
11,399,,,,0.949999988079071,,0.12832823395729065,,
11,431,,,,,,,0.9213483333587646,0.3301619589328766
11,431,,,0.9536516666412354,,0.12229332327842712,,,
12,432,0.9555555582046509,0.19604754447937012,,,,,,
