epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,31,,,,,,,0.8426966071128845,0.6951860189437866
0,31,,,0.7672551870346069,,1.2168465852737427,,,
1,49,,,,0.949999988079071,,0.1560867577791214,,
1,63,,,,,,,0.7303370833396912,0.33622997999191284
1,63,,,0.8571428656578064,,0.3752268850803375,,,
2,95,,,,,,,0.9775280952453613,0.11182046681642532
2,95,,,0.9357945322990417,,0.20681644976139069,,,
3,99,,,,0.800000011920929,,0.47147050499916077,,
3,127,,,,,,,0.8764045238494873,0.2056221216917038
3,127,,,0.8956661224365234,,0.25270015001296997,,,
4,149,,,,1.0,,0.07552196085453033,,
4,159,,,,,,,0.9550561904907227,0.16967107355594635
4,159,,,0.9213483333587646,,0.20684297382831573,,,
5,191,,,,,,,0.8539325594902039,0.5986496806144714
5,191,,,0.9357945322990417,,0.1546119898557663,,,
6,199,,,,0.8999999761581421,,0.2251325249671936,,
6,223,,,,,,,0.9550561904907227,0.1750904619693756
6,223,,,0.9293739795684814,,0.15216970443725586,,,
7,249,,,,0.8999999761581421,,0.1452311873435974,,
7,255,,,,,,,0.8314606547355652,0.27464771270751953
7,255,,,0.9406099319458008,,0.1356443464756012,,,
8,256,0.8212290406227112,0.34835222363471985,,,,,,
