epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,,,0.800000011920929,,0.7376587986946106,,
0,99,,,,0.699999988079071,,0.8989269137382507,,
0,149,,,,0.6499999761581421,,0.6540931463241577,,
0,199,,,,0.800000011920929,,0.7038905024528503,,
0,249,,,,0.6000000238418579,,0.9610694646835327,,
0,299,,,,0.44999998807907104,,1.0754472017288208,,
0,349,,,,0.25,,1.3173691034317017,,
0,399,,,,0.699999988079071,,0.7533859610557556,,
0,449,,,,0.5,,0.9181581735610962,,
0,490,,,,,,,0.6069900393486023,0.7829090356826782
0,490,,,0.5926227569580078,,0.953346312046051,,,
1,499,,,,0.44999998807907104,,1.2713203430175781,,
1,549,,,,0.6000000238418579,,0.834221363067627,,
1,599,,,,0.699999988079071,,0.5772551894187927,,
1,649,,,,0.44999998807907104,,0.6511754393577576,,
1,699,,,,0.6499999761581421,,1.1445131301879883,,
1,749,,,,0.44999998807907104,,1.1232900619506836,,
1,799,,,,0.550000011920929,,0.890988826751709,,
1,849,,,,0.44999998807907104,,0.9196544885635376,,
1,899,,,,0.5,,1.1381186246871948,,
1,949,,,,0.550000011920929,,1.4366533756256104,,
1,981,,,,,,,0.6298145651817322,0.7579175233840942
1,981,,,0.5959853529930115,,0.9039006233215332,,,
2,999,,,,0.6499999761581421,,0.660953938961029,,
2,1049,,,,0.6499999761581421,,0.9416528940200806,,
2,1099,,,,0.699999988079071,,0.5965666770935059,,
2,1149,,,,0.6000000238418579,,0.7484076619148254,,
2,1199,,,,0.44999998807907104,,0.899948239326477,,
2,1249,,,,0.550000011920929,,0.6843944191932678,,
2,1299,,,,0.44999998807907104,,1.0829602479934692,,
2,1349,,,,0.44999998807907104,,1.0424482822418213,,
2,1399,,,,0.699999988079071,,0.8016822934150696,,
2,1449,,,,0.699999988079071,,0.7521829009056091,,
2,1472,,,,,,,0.7132667899131775,0.6977111101150513
2,1472,,,0.6064805388450623,,0.8875047564506531,,,
3,1499,,,,0.699999988079071,,0.7425687909126282,,
3,1549,,,,0.75,,0.6876291036605835,,
3,1599,,,,0.550000011920929,,0.6636706590652466,,
3,1649,,,,0.699999988079071,,1.0139133930206299,,
3,1699,,,,0.6000000238418579,,1.1147069931030273,,
3,1749,,,,0.699999988079071,,1.2263116836547852,,
3,1799,,,,0.6499999761581421,,1.091196060180664,,
3,1849,,,,0.550000011920929,,0.8650141358375549,,
3,1899,,,,0.699999988079071,,0.7862013578414917,,
3,1949,,,,0.6000000238418579,,0.8605833649635315,,
3,1963,,,,,,,0.7339515089988708,0.6582467555999756
3,1963,,,0.6303240060806274,,0.8369023203849792,,,
4,1999,,,,0.699999988079071,,0.8628746271133423,,
4,2049,,,,0.6499999761581421,,1.0102368593215942,,
4,2099,,,,0.6000000238418579,,1.0771719217300415,,
4,2149,,,,0.75,,0.6735584139823914,,
4,2199,,,,0.550000011920929,,1.1033343076705933,,
4,2249,,,,0.6000000238418579,,0.7174457907676697,,
4,2299,,,,0.800000011920929,,0.6040064692497253,,
4,2349,,,,0.699999988079071,,0.5980030298233032,,
4,2399,,,,0.6499999761581421,,0.8180094957351685,,
4,2449,,,,0.550000011920929,,0.964745044708252,,
4,2454,,,,,,,0.6847360730171204,0.7333625555038452
4,2454,,,0.6511106491088867,,0.8119576573371887,,,
5,2499,,,,0.8500000238418579,,0.5825598835945129,,
5,2549,,,,0.800000011920929,,0.43758249282836914,,
5,2599,,,,0.44999998807907104,,0.932536780834198,,
5,2649,,,,0.5,,0.6837714314460754,,
5,2699,,,,0.6499999761581421,,0.5933750867843628,,
5,2749,,,,0.3499999940395355,,1.5776232481002808,,
5,2799,,,,0.6499999761581421,,0.6850842237472534,,
5,2849,,,,0.800000011920929,,0.5244186520576477,,
5,2899,,,,0.550000011920929,,0.6961606740951538,,
5,2945,,,,,,,0.7282453775405884,0.6932142376899719
5,2945,,,0.6569187045097351,,0.79998779296875,,,
6,2949,,,,0.75,,0.776715874671936,,
6,2999,,,,0.6000000238418579,,0.602142870426178,,
6,3049,,,,0.75,,0.6591724753379822,,
6,3099,,,,0.6499999761581421,,0.9765104055404663,,
6,3149,,,,0.6000000238418579,,1.039429783821106,,
6,3199,,,,0.8500000238418579,,0.6509913206100464,,
6,3249,,,,0.6000000238418579,,0.5795003771781921,,
6,3299,,,,0.699999988079071,,0.7401987314224243,,
6,3349,,,,0.44999998807907104,,1.4259915351867676,,
6,3399,,,,0.699999988079071,,0.8696631789207458,,
6,3436,,,,,,,0.7310984134674072,0.64854896068573
6,3436,,,0.6510087847709656,,0.7943879961967468,,,
7,3449,,,,0.6499999761581421,,0.9119583368301392,,
7,3499,,,,0.75,,0.5363999009132385,,
7,3549,,,,0.75,,0.5147401094436646,,
7,3599,,,,0.699999988079071,,0.5069834589958191,,
7,3649,,,,0.5,,0.8298319578170776,,
7,3699,,,,0.800000011920929,,0.5712141394615173,,
7,3749,,,,0.550000011920929,,0.9769222140312195,,
7,3799,,,,0.800000011920929,,0.769591748714447,,
7,3849,,,,0.25,,1.0060160160064697,,
7,3899,,,,0.5,,1.076958417892456,,
7,3927,,,,,,,0.7225392460823059,0.6921517252922058
7,3927,,,0.6573262810707092,,0.764878511428833,,,
8,3949,,,,0.5,,0.8318620920181274,,
8,3999,,,,0.75,,0.6466400623321533,,
8,4049,,,,0.6499999761581421,,0.7281575798988342,,
8,4099,,,,0.6499999761581421,,0.7009013295173645,,
8,4149,,,,0.6000000238418579,,0.8074832558631897,,
8,4199,,,,0.6499999761581421,,0.957452654838562,,
8,4249,,,,0.75,,0.5174768567085266,,
8,4299,,,,0.949999988079071,,0.2448427826166153,,
8,4349,,,,0.6000000238418579,,1.2951487302780151,,
8,4399,,,,0.699999988079071,,0.9904281497001648,,
8,4418,,,,,,,0.7182596325874329,0.6601571440696716
8,4418,,,0.6741389632225037,,0.755702555179596,,,
9,4449,,,,0.8500000238418579,,0.4206083416938782,,
9,4499,,,,0.550000011920929,,0.6453019380569458,,
9,4549,,,,0.699999988079071,,0.6248065233230591,,
9,4599,,,,0.6499999761581421,,0.4757772386074066,,
9,4649,,,,0.8999999761581421,,0.5211994647979736,,
9,4699,,,,0.550000011920929,,0.8854106664657593,,
9,4749,,,,0.75,,1.0557833909988403,,
9,4799,,,,0.800000011920929,,0.5881257653236389,,
9,4849,,,,0.8500000238418579,,0.48215800523757935,,
9,4899,,,,0.699999988079071,,0.631974995136261,,
9,4909,,,,,,,0.6490727663040161,0.6908223032951355
9,4909,,,0.6796413064002991,,0.7342826724052429,,,
10,4949,,,,0.75,,0.6706798076629639,,
10,4999,,,,0.6499999761581421,,0.8241543173789978,,
10,5049,,,,0.800000011920929,,0.5547772645950317,,
10,5099,,,,0.699999988079071,,0.7186702489852905,,
10,5149,,,,0.6499999761581421,,1.0654693841934204,,
10,5199,,,,0.550000011920929,,0.9068930149078369,,
10,5249,,,,0.8500000238418579,,0.46185868978500366,,
10,5299,,,,0.699999988079071,,0.7993987202644348,,
10,5349,,,,0.75,,0.44641566276550293,,
10,5399,,,,0.6000000238418579,,0.9790553450584412,,
10,5400,,,,,,,0.7061340808868408,0.6328359246253967
10,5400,,,0.6998165845870972,,0.7139725685119629,,,
11,5449,,,,0.800000011920929,,0.5162044167518616,,
11,5499,,,,0.8500000238418579,,1.265834093093872,,
11,5549,,,,0.75,,0.628696084022522,,
11,5599,,,,0.75,,0.7057526707649231,,
11,5649,,,,0.699999988079071,,0.5300409197807312,,
11,5699,,,,0.6499999761581421,,0.7396994829177856,,
11,5749,,,,0.550000011920929,,1.1352283954620361,,
11,5799,,,,0.75,,1.156084656715393,,
11,5849,,,,0.6499999761581421,,0.9675326347351074,,
11,5891,,,,,,,0.7546362280845642,0.6346393823623657
11,5891,,,0.7006317377090454,,0.7009212970733643,,,
12,5899,,,,0.5,,1.319828748703003,,
12,5949,,,,0.550000011920929,,0.6540889739990234,,
12,5999,,,,0.75,,0.5661900043487549,,
12,6049,,,,0.550000011920929,,0.8213030695915222,,
