,filename,aug,scores,original_height,original_width,boxes,count
0,Lorenz_Frølich_-_Landscape_with_a_Building_in_the_Background_-_KMS7045_-_Statens_Museum_for_Kunst.jpg,grayscale,"[0.5390625, 0.5625, 0.453125]",457,768,"[[573.482421875, -1.1783459186553955, 767.59375, 267.1990661621094], [571.3290405273438, -0.30903011560440063, 767.185302734375, 301.1923522949219], [4.059356689453125, -0.35138726234436035, 533.8637084960938, 164.87953186035156]]",3
1,Johan_Christian_Dahl_-_Study_of_a_Birch_Tree_-_Google_Art_Project.jpg,grayscale,[0.79296875],1500,1094,"[[50.11996841430664, -2.856955051422119, 1086.1783447265625, 1403.8260498046875]]",1
2,Dahl_Joh._Chr._View_from_Pimonte_of_Neapel@Kunsthalle_Hamburg.JPG,grayscale,"[0.5546875, 0.45703125, 0.4609375, 0.48828125, 0.443359375, 0.8046875, 0.65234375]",958,1500,"[[1.9638128280639648, 226.0994415283203, 146.5015106201172, 479.3446044921875], [217.51904296875, 396.4789733886719, 296.7995910644531, 535.5955200195312], [9.407182693481445, 225.84469604492188, 140.35693359375, 410.6453552246094], [256.090087890625, 455.3904113769531, 346.0860900878906, 573.4285278320312], [183.45750427246094, 90.51317596435547, 327.406494140625, 544.5230102539062], [0.5877166986465454, 0.2602960467338562, 388.8940734863281, 657.7564697265625], [606.4735717773438, 538.2071533203125, 887.39453125, 915.883056640625]]",7
3,Johan_Christian_Dahl_-_View_from_the_Bastei_in_the_Sächsische_Schweiz_-_DFG.0058_-_Drammens_Museum.png,grayscale,[],789,1321,[],0
4,"Christen_Dalsgaard_-_En_ung_Pige,_der_vifter_Farvel_-_1856.png",grayscale,[0.76953125],1116,1500,"[[10.485068321228027, -3.0108065605163574, 1335.9910888671875, 813.749267578125]]",1
5,"Carl_Baagøe_-_Kysten_ved_Laboe,_Kielerfjorden_-_1859.jpg",grayscale,[0.92578125],1072,1500,"[[889.1129760742188, 518.7046508789062, 1184.5235595703125, 748.5377807617188]]",1
6,Carl_Gustav_Carus_Der_Erlkönig.jpg,grayscale,"[0.474609375, 0.4609375, 0.4609375]",1500,1131,"[[677.5330810546875, 608.5668334960938, 865.7396850585938, 798.604736328125], [16.32891845703125, 503.12054443359375, 166.25665283203125, 739.4090576171875], [492.7795715332031, 634.3888549804688, 691.4006958007812, 818.0763549804688]]",3
7,Lars_Hertervig_-_Fra_Hindal_(sjøsiden)_-_Stavanger_kunstmuseum_-_SG.0653.jpg,grayscale,"[0.53515625, 0.421875, 0.48828125, 0.41015625, 0.63671875, 0.451171875, 0.6015625]",468,668,"[[582.5128173828125, 274.6592102050781, 601.5604858398438, 297.20458984375], [103.57040405273438, 278.28314208984375, 118.69166564941406, 313.62371826171875], [614.2606201171875, 277.9867248535156, 630.4249267578125, 296.3939514160156], [521.8731079101562, 279.84417724609375, 538.2957763671875, 295.89349365234375], [456.7417297363281, 251.28237915039062, 490.9717712402344, 299.15289306640625], [390.21514892578125, 290.1568298339844, 410.6180114746094, 320.7914123535156], [542.2998657226562, 264.2180480957031, 557.2540283203125, 283.5650939941406]]",7
8,Carl_Frederik_Aagaard_-_Parti_fra_Møens_Klint_-_1861.jpg,grayscale,[],827,1500,[],0
9,Werner%20Holmberg%20-%20Erkrath%20Church%2C%20study%20-%20A%20I%20471-58%20-%20Finnish%20National%20Gallery.jpg,grayscale,[],1093,1500,[],0
10,P._C._Skovgaard_-_Stille_Sommeraften_ved_en_Indsø.png,grayscale,"[0.408203125, 0.486328125, 0.4921875, 0.5078125, 0.5546875, 0.5390625]",1182,1500,"[[606.5361328125, 555.3303833007812, 687.7911376953125, 732.8726806640625], [554.4805297851562, 573.14111328125, 636.4407348632812, 734.342041015625], [339.4258117675781, 516.4224243164062, 470.8087158203125, 740.170166015625], [-1.6405731439590454, -0.3738219738006592, 455.14862060546875, 1077.7886962890625], [454.6389465332031, 509.2814636230469, 574.750244140625, 721.2921142578125], [530.1708984375, -0.951357901096344, 1503.64599609375, 955.2899780273438]]",6
11,"Turner_-_Regulus,_1828,_reworked_1837,_N00519.jpg",grayscale,[],1095,1500,[],0
12,"F._C._Kiærskou_-_Forest_scene_in_Jægersborg_Dyrehave,_Copenhagen_(1854).jpg",grayscale,"[0.875, 0.6796875, 0.8359375, 0.404296875, 0.81640625, 0.404296875, 0.4453125, 0.5703125, 0.8671875, 0.494140625, 0.7265625]",848,1200,"[[333.0100402832031, 499.9732360839844, 397.55316162109375, 612.9972534179688], [482.5108337402344, 431.718017578125, 665.4607543945312, 604.01220703125], [1017.499267578125, 264.9773864746094, 1204.0001220703125, 636.7586669921875], [611.1423950195312, 410.9176940917969, 879.051025390625, 629.1858520507812], [150.62338256835938, 325.40289306640625, 339.1629333496094, 634.518310546875], [482.1953125, 444.74163818359375, 564.1181030273438, 602.5781860351562], [35.56817626953125, 264.7139587402344, 192.88612365722656, 620.1083984375], [-1.0356634855270386, 243.99957275390625, 193.1739501953125, 617.9788818359375], [614.2035522460938, 190.1151123046875, 934.01025390625, 655.135009765625], [-2.542135238647461, 243.13909912109375, 106.29426574707031, 523.4808959960938], [857.2300415039062, 287.24078369140625, 1047.7332763671875, 653.9591674804688]]",11
13,"Johan_Christian_Dahl_-_Nordic_Landscape_with_a_dead_Tree_-_NG.M.00410_-_National_Museum_of_Art,_Architecture_and_Design.jpg",grayscale,"[0.416015625, 0.77734375, 0.859375, 0.73046875, 0.71875, 0.412109375, 0.59765625, 0.6953125]",1223,1500,"[[781.0892944335938, 511.3792419433594, 805.2368774414062, 531.8677368164062], [525.8528442382812, 574.56982421875, 693.8097534179688, 970.5598754882812], [1221.0335693359375, 647.8607788085938, 1440.27392578125, 892.9642333984375], [730.1504516601562, 505.79864501953125, 760.7261352539062, 534.360595703125], [28.998714447021484, 707.5023803710938, 196.69058227539062, 989.5388793945312], [864.3734130859375, 510.6750793457031, 889.6267700195312, 527.3873291015625], [958.953857421875, 643.1836547851562, 984.8292846679688, 667.04833984375], [831.0589599609375, 498.63714599609375, 859.482666015625, 523.48681640625]]",8
14,Carl_Frederik_Aagaard_-_Gamle_Piletræer_ved_en_Indsø.png,grayscale,"[0.62109375, 0.41796875, 0.44921875, 0.43359375, 0.50390625, 0.53125, 0.43359375, 0.439453125, 0.447265625]",1014,1500,"[[1344.2430419921875, 273.045654296875, 1496.78564453125, 579.2171630859375], [200.45265197753906, 327.16107177734375, 1032.7652587890625, 854.811279296875], [1343.720947265625, 272.3371887207031, 1495.923095703125, 453.8891906738281], [879.229736328125, 510.627685546875, 959.389892578125, 646.0708618164062], [1.2544021606445312, 278.56134033203125, 247.44578552246094, 935.2311401367188], [387.25323486328125, 397.4389953613281, 515.809814453125, 506.8794860839844], [1249.5260009765625, 454.0776062011719, 1398.255615234375, 593.8829956054688], [1057.485107421875, 493.5658264160156, 1101.901611328125, 646.3934936523438], [290.09527587890625, 403.8628234863281, 408.4438781738281, 573.7315673828125]]",9
