,filename,aug,scores,original_height,original_width,boxes,count
0,Lorenz_Frølich_-_Landscape_with_a_Building_in_the_Background_-_KMS7045_-_Statens_Museum_for_Kunst.jpg,weak_grain,"[0.54296875, 0.58984375, 0.48828125]",457,768,"[[-0.3987579345703125, 0.6477919816970825, 535.942138671875, 454.5356140136719], [583.5989379882812, -0.5743002891540527, 767.0852661132812, 307.39324951171875], [148.89573669433594, -0.7024442553520203, 533.6591796875, 79.15884399414062]]",3
1,Johan_Christian_Dahl_-_Study_of_a_Birch_Tree_-_Google_Art_Project.jpg,weak_grain,[0.875],1500,1094,"[[226.64959716796875, -4.989221572875977, 912.744873046875, 1399.333251953125]]",1
2,Dahl_Joh._Chr._View_from_Pimonte_of_Neapel@Kunsthalle_Hamburg.JPG,weak_grain,"[0.5625, 0.51953125, 0.421875, 0.4609375, 0.5234375, 0.7578125, 0.484375]",958,1500,"[[1257.0616455078125, 37.56765365600586, 1497.4261474609375, 280.6983947753906], [515.4339599609375, 625.8603515625, 601.9317626953125, 703.1058959960938], [6.0179829597473145, 226.24951171875, 140.14642333984375, 418.9691467285156], [180.3574981689453, 90.28143310546875, 326.26605224609375, 546.5201416015625], [3.130903482437134, 226.75592041015625, 139.98460388183594, 545.0170288085938], [4.12204122543335, -0.038914501667022705, 386.37506103515625, 629.7572631835938], [597.4911499023438, 544.6492309570312, 889.3378295898438, 940.34375]]",7
3,Johan_Christian_Dahl_-_View_from_the_Bastei_in_the_Sächsische_Schweiz_-_DFG.0058_-_Drammens_Museum.png,weak_grain,[],789,1321,[],0
4,"Christen_Dalsgaard_-_En_ung_Pige,_der_vifter_Farvel_-_1856.png",weak_grain,[0.80078125],1116,1500,"[[14.610081672668457, -6.762166500091553, 1408.0279541015625, 831.5817260742188]]",1
5,"Carl_Baagøe_-_Kysten_ved_Laboe,_Kielerfjorden_-_1859.jpg",weak_grain,[0.8671875],1072,1500,"[[891.649169921875, 520.0916748046875, 1178.6708984375, 753.9786987304688]]",1
6,Carl_Gustav_Carus_Der_Erlkönig.jpg,weak_grain,[0.408203125],1500,1131,"[[17.455581665039062, 504.9955749511719, 166.42172241210938, 743.2192993164062]]",1
7,Lars_Hertervig_-_Fra_Hindal_(sjøsiden)_-_Stavanger_kunstmuseum_-_SG.0653.jpg,weak_grain,[],468,668,[],0
8,Carl_Frederik_Aagaard_-_Parti_fra_Møens_Klint_-_1861.jpg,weak_grain,[],827,1500,[],0
9,Werner%20Holmberg%20-%20Erkrath%20Church%2C%20study%20-%20A%20I%20471-58%20-%20Finnish%20National%20Gallery.jpg,weak_grain,[],1093,1500,[],0
