epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,35,,,,,,,0.932584285736084,0.6062134504318237
0,35,,,0.9227527976036072,,0.3771652579307556,,,
1,49,,,,0.949999988079071,,1.57075035572052,,
1,71,,,,,,,0.898876428604126,0.4941127300262451
1,71,,,0.9466292262077332,,0.40221118927001953,,,
2,99,,,,0.949999988079071,,0.5846447944641113,,
2,107,,,,,,,0.9550561904907227,0.37259891629219055
2,107,,,0.9396067261695862,,0.4590502083301544,,,
3,143,,,,,,,0.9101123809814453,0.6107957363128662
3,143,,,0.959269642829895,,0.1290980875492096,,,
4,149,,,,1.0,,0.0007017048192210495,,
4,179,,,,,,,0.9438202381134033,0.3801819980144501
4,179,,,0.9691011309623718,,0.11189370602369308,,,
5,199,,,,1.0,,0.012903789058327675,,
5,215,,,,,,,0.966292142868042,0.32610437273979187
5,215,,,0.9775280952453613,,0.06242239475250244,,,
6,249,,,,0.949999988079071,,0.12372947484254837,,
6,251,,,,,,,0.966292142868042,0.16032809019088745
6,251,,,0.9873595237731934,,0.04237199202179909,,,
7,287,,,,,,,0.9438202381134033,0.22882719337940216
7,287,,,0.9859550595283508,,0.04048055037856102,,,
8,299,,,,1.0,,0.01881580241024494,,
8,323,,,,,,,0.9213483333587646,0.3925190269947052
8,323,,,0.9817415475845337,,0.0523851253092289,,,
9,349,,,,0.949999988079071,,0.031449783593416214,,
9,359,,,,,,,0.9550561904907227,0.28504669666290283
9,359,,,0.9817415475845337,,0.039952512830495834,,,
10,395,,,,,,,0.966292142868042,0.24136647582054138
10,395,,,0.9887640476226807,,0.028484132140874863,,,
11,399,,,,0.949999988079071,,0.09541285037994385,,
11,431,,,,,,,0.966292142868042,0.19324122369289398
11,431,,,0.9873595237731934,,0.03482441604137421,,,
12,432,0.9777777791023254,0.05245128646492958,,,,,,
