epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,,,0.8500000238418579,,0.5214722156524658,,
0,99,,,,0.75,,0.5035885572433472,,
0,149,,,,0.8999999761581421,,0.38492870330810547,,
0,199,,,,0.6499999761581421,,0.7091496586799622,,
0,249,,,,0.44999998807907104,,1.3354564905166626,,
0,299,,,,0.6499999761581421,,0.714790403842926,,
0,349,,,,0.6000000238418579,,0.9066643714904785,,
0,399,,,,0.6499999761581421,,0.6280392408370972,,
0,449,,,,0.699999988079071,,0.8173102140426636,,
0,499,,,,0.6499999761581421,,0.9210757613182068,,
0,549,,,,0.800000011920929,,0.6829549670219421,,
0,560,,,,,,,0.7346647381782532,0.6687940359115601
0,560,,,0.7200428247451782,,0.7005357146263123,,,
1,599,,,,0.699999988079071,,0.7002650499343872,,
1,649,,,,0.8999999761581421,,0.5576178431510925,,
1,699,,,,0.8500000238418579,,0.5751076936721802,,
1,749,,,,0.6499999761581421,,0.8233977556228638,,
1,799,,,,0.75,,0.9257012605667114,,
1,849,,,,0.6499999761581421,,0.8407174348831177,,
1,899,,,,0.8500000238418579,,0.49543359875679016,,
1,949,,,,0.75,,0.7234517931938171,,
1,999,,,,0.6499999761581421,,0.6704921126365662,,
1,1049,,,,0.699999988079071,,0.5346202850341797,,
1,1099,,,,0.800000011920929,,0.7177545428276062,,
1,1121,,,,,,,0.8145506381988525,0.5019559264183044
1,1121,,,0.7052425146102905,,0.6876148581504822,,,
2,1149,,,,0.699999988079071,,0.7525376081466675,,
2,1199,,,,0.75,,0.651708722114563,,
2,1249,,,,0.75,,0.7643018960952759,,
2,1299,,,,0.6000000238418579,,1.160749912261963,,
2,1349,,,,0.800000011920929,,0.6037551760673523,,
2,1399,,,,0.6000000238418579,,0.7327070832252502,,
2,1449,,,,0.6499999761581421,,0.7903429269790649,,
2,1499,,,,0.800000011920929,,0.5675276517868042,,
2,1549,,,,0.699999988079071,,1.0700249671936035,,
2,1599,,,,0.800000011920929,,0.3442230224609375,,
2,1649,,,,0.75,,0.4885496199131012,,
2,1682,,,,,,,0.8109843134880066,0.47428810596466064
2,1682,,,0.7128209471702576,,0.6577708721160889,,,
3,1699,,,,0.75,,0.8230512142181396,,
3,1749,,,,0.949999988079071,,0.3077268898487091,,
3,1799,,,,0.75,,0.7030254602432251,,
3,1849,,,,0.75,,0.6346604228019714,,
3,1899,,,,0.8500000238418579,,0.42121320962905884,,
3,1949,,,,0.75,,0.6018515229225159,,
3,1999,,,,0.6000000238418579,,0.7829747200012207,,
3,2049,,,,0.550000011920929,,1.0149857997894287,,
3,2099,,,,0.699999988079071,,0.6962766051292419,,
3,2149,,,,0.44999998807907104,,0.8473965525627136,,
3,2199,,,,0.75,,0.5308763384819031,,
3,2243,,,,,,,0.8288159966468811,0.5836755037307739
3,2243,,,0.7128209471702576,,0.6642076373100281,,,
4,2249,,,,0.6499999761581421,,0.8735644817352295,,
4,2299,,,,0.800000011920929,,0.5482965111732483,,
4,2349,,,,0.6499999761581421,,0.6352768540382385,,
4,2399,,,,0.699999988079071,,0.7169013619422913,,
4,2449,,,,0.75,,0.6969553828239441,,
4,2499,,,,0.800000011920929,,0.6108620166778564,,
4,2549,,,,0.800000011920929,,0.5105206966400146,,
4,2599,,,,0.75,,0.6303608417510986,,
4,2649,,,,0.6499999761581421,,0.7276089191436768,,
4,2699,,,,0.8500000238418579,,0.4180055260658264,,
4,2749,,,,0.800000011920929,,0.5585490465164185,,
4,2799,,,,0.6499999761581421,,0.4089398980140686,,
4,2804,,,,,,,0.820256769657135,0.4849136471748352
4,2804,,,0.722985029220581,,0.6348172426223755,,,
5,2849,,,,0.75,,0.6000461578369141,,
5,2899,,,,0.800000011920929,,0.34873586893081665,,
5,2949,,,,0.699999988079071,,0.5046637058258057,,
5,2999,,,,0.550000011920929,,0.48166850209236145,,
5,3049,,,,0.699999988079071,,0.5632553100585938,,
5,3099,,,,0.699999988079071,,0.6782510280609131,,
5,3149,,,,0.550000011920929,,0.8772445321083069,,
5,3199,,,,0.699999988079071,,0.5576068758964539,,
5,3249,,,,0.6499999761581421,,0.6259195804595947,,
5,3299,,,,0.6499999761581421,,0.7730289101600647,,
5,3349,,,,0.5,,0.9043651819229126,,
5,3365,,,,,,,0.8174037337303162,0.49437475204467773
5,3365,,,0.6884807348251343,,0.6425546407699585,,,
6,3399,,,,0.8500000238418579,,0.43852993845939636,,
6,3449,,,,0.550000011920929,,0.6556164622306824,,
6,3499,,,,0.5,,0.6642197370529175,,
6,3549,,,,0.6000000238418579,,0.6863523721694946,,
6,3599,,,,0.6000000238418579,,0.46329551935195923,,
6,3649,,,,0.6000000238418579,,0.894757866859436,,
6,3699,,,,0.8500000238418579,,0.44395139813423157,,
6,3749,,,,0.699999988079071,,0.80450040102005,,
6,3799,,,,0.699999988079071,,0.5334917902946472,,
6,3849,,,,0.6499999761581421,,0.6286489963531494,,
6,3899,,,,0.6000000238418579,,0.6124124526977539,,
6,3926,,,,,,,0.8067046999931335,0.4675275683403015
6,3926,,,0.679475724697113,,0.6349685192108154,,,
7,3949,,,,0.6499999761581421,,0.5336081385612488,,
7,3999,,,,0.6499999761581421,,0.4864523112773895,,
7,4049,,,,0.550000011920929,,0.7130313515663147,,
7,4099,,,,0.699999988079071,,0.6688231825828552,,
7,4149,,,,0.699999988079071,,0.4033780097961426,,
7,4199,,,,0.75,,0.6459912061691284,,
7,4249,,,,0.6499999761581421,,0.6590117812156677,,
7,4299,,,,0.699999988079071,,0.5833421945571899,,
7,4349,,,,0.800000011920929,,0.3496529757976532,,
7,4399,,,,0.6000000238418579,,0.5169386267662048,,
7,4449,,,,0.800000011920929,,0.5965881943702698,,
