,filename,aug,scores,original_height,original_width,boxes,count
0,Lorenz_Frølich_-_Landscape_with_a_Building_in_the_Background_-_KMS7045_-_Statens_Museum_for_Kunst.jpg,frame,"[0.60546875, 0.5078125]",1057,1368,"[[873.4059448242188, 300.1614685058594, 1067.6011962890625, 598.607177734375], [305.4332580566406, 299.56170654296875, 829.4260864257812, 462.28192138671875]]",2
1,Johan_Christian_Dahl_-_Study_of_a_Birch_Tree_-_Google_Art_Project.jpg,frame,[0.7890625],2100,1694,"[[357.2032775878906, 299.056640625, 1378.5626220703125, 1731.5533447265625]]",1
2,Dahl_Joh._Chr._View_from_Pimonte_of_Neapel@Kunsthalle_Hamburg.JPG,frame,"[0.408203125, 0.45703125, 0.4453125, 0.4296875, 0.478515625, 0.4296875, 0.68359375, 0.4453125, 0.5625]",1558,2100,"[[299.85345458984375, 524.2948608398438, 446.4198303222656, 725.5428466796875], [816.2695922851562, 924.4791259765625, 906.3029174804688, 993.2772827148438], [1412.281494140625, 969.458740234375, 1520.4866943359375, 1254.318115234375], [516.2354125976562, 702.3216552734375, 646.3086547851562, 875.3663330078125], [482.7801513671875, 386.8172302246094, 627.4988403320312, 811.0108032226562], [553.014404296875, 760.3599243164062, 646.0048217773438, 877.3359375], [300.4703063964844, 303.0009460449219, 686.8566284179688, 979.7494506835938], [300.577880859375, 525.2324829101562, 452.6976318359375, 811.6155395507812], [907.6611938476562, 838.8093872070312, 1188.368896484375, 1208.2210693359375]]",9
3,Johan_Christian_Dahl_-_View_from_the_Bastei_in_the_Sächsische_Schweiz_-_DFG.0058_-_Drammens_Museum.png,frame,[],1389,1921,[],0
4,"Christen_Dalsgaard_-_En_ung_Pige,_der_vifter_Farvel_-_1856.png",frame,[0.71875],1716,2100,"[[314.35418701171875, 298.2200622558594, 1649.5291748046875, 1107.214111328125]]",1
5,"Carl_Baagøe_-_Kysten_ved_Laboe,_Kielerfjorden_-_1859.jpg",frame,[0.91015625],1672,2100,"[[1186.8677978515625, 816.6900634765625, 1483.151611328125, 1050.7828369140625]]",1
6,Carl_Gustav_Carus_Der_Erlkönig.jpg,frame,"[0.40234375, 0.40234375]",2100,1731,"[[979.8138427734375, 907.9036865234375, 1167.5166015625, 1109.2301025390625], [315.59906005859375, 802.3704223632812, 466.7560729980469, 1039.607177734375]]",2
7,Lars_Hertervig_-_Fra_Hindal_(sjøsiden)_-_Stavanger_kunstmuseum_-_SG.0653.jpg,frame,"[0.53515625, 0.435546875, 0.5, 0.5546875, 0.53515625, 0.4609375, 0.51171875]",1068,1268,"[[881.3667602539062, 572.4717407226562, 902.5139770507812, 597.1676635742188], [711.29296875, 592.9583740234375, 722.4169311523438, 617.99267578125], [913.4159545898438, 575.6613159179688, 931.3487548828125, 596.3185424804688], [756.6807861328125, 549.6944580078125, 800.0761108398438, 600.96044921875], [690.4163818359375, 590.0455322265625, 712.83349609375, 620.9942626953125], [822.0596313476562, 579.3047485351562, 838.7205200195312, 596.7965698242188], [842.0032958984375, 564.2052001953125, 858.034912109375, 585.0933837890625]]",7
8,Carl_Frederik_Aagaard_-_Parti_fra_Møens_Klint_-_1861.jpg,frame,[],1427,2100,[],0
9,Werner%20Holmberg%20-%20Erkrath%20Church%2C%20study%20-%20A%20I%20471-58%20-%20Finnish%20National%20Gallery.jpg,frame,[],1693,2100,[],0
10,P._C._Skovgaard_-_Stille_Sommeraften_ved_en_Indsø.png,frame,"[0.59765625, 0.447265625, 0.61328125, 0.5390625, 0.54296875, 0.56640625, 0.46484375, 0.42578125]",1782,2100,"[[832.0802612304688, 300.3997802734375, 1796.562255859375, 1262.3739013671875], [904.6896362304688, 853.572021484375, 1017.2809448242188, 1034.7186279296875], [753.7467651367188, 809.7515869140625, 878.9518432617188, 1048.544677734375], [855.0379638671875, 878.98291015625, 940.909423828125, 1033.91064453125], [627.58203125, 817.6216430664062, 781.2239379882812, 1042.26806640625], [298.5780334472656, 300.3370056152344, 755.2380981445312, 1403.57763671875], [548.758544921875, 803.5184936523438, 655.6777954101562, 1034.5672607421875], [973.865478515625, 489.5160217285156, 1497.0009765625, 1242.4842529296875]]",8
11,"Turner_-_Regulus,_1828,_reworked_1837,_N00519.jpg",frame,[],1695,2100,[],0
12,"F._C._Kiærskou_-_Forest_scene_in_Jægersborg_Dyrehave,_Copenhagen_(1854).jpg",frame,"[0.84765625, 0.54296875, 0.69140625, 0.84375, 0.8359375, 0.5390625, 0.609375, 0.8515625, 0.49609375, 0.734375]",1448,1800,"[[632.9747314453125, 799.5130615234375, 697.9459838867188, 904.73486328125], [299.896484375, 543.2229614257812, 406.743408203125, 824.0380859375], [781.7673950195312, 731.5241088867188, 961.6229858398438, 905.125], [1316.5301513671875, 564.8865356445312, 1499.9979248046875, 930.0418090820312], [448.7703552246094, 624.6604614257812, 639.9443969726562, 936.1327514648438], [331.60028076171875, 561.4855346679688, 494.47021484375, 919.6298217773438], [299.53070068359375, 544.5911865234375, 494.70416259765625, 918.517822265625], [913.33935546875, 490.3019714355469, 1232.6759033203125, 955.8264770507812], [302.6510925292969, 778.3573608398438, 475.72845458984375, 914.6339721679688], [1156.7703857421875, 585.5471801757812, 1348.3092041015625, 954.2215576171875]]",10
13,"Johan_Christian_Dahl_-_Nordic_Landscape_with_a_dead_Tree_-_NG.M.00410_-_National_Museum_of_Art,_Architecture_and_Design.jpg",frame,"[0.8203125, 0.49609375, 0.421875, 0.78515625, 0.578125, 0.7578125, 0.40234375, 0.53515625]",1823,2100,"[[1520.2132568359375, 947.958251953125, 1741.8094482421875, 1194.89990234375], [1258.051025390625, 942.1179809570312, 1284.35791015625, 967.9697875976562], [729.3062133789062, 1166.500244140625, 805.9546508789062, 1218.656982421875], [328.3064270019531, 988.6277465820312, 488.8638610839844, 1288.5557861328125], [1030.0140380859375, 805.560546875, 1061.7191162109375, 834.7557373046875], [826.4949340820312, 873.084716796875, 1002.5841064453125, 1276.0263671875], [1308.3961181640625, 990.7405395507812, 1381.3885498046875, 1042.0809326171875], [1130.5496826171875, 798.4566040039062, 1159.294189453125, 823.5199584960938]]",8
14,Carl_Frederik_Aagaard_-_Gamle_Piletræer_ved_en_Indsø.png,frame,"[0.578125, 0.53515625, 0.419921875, 0.431640625]",1614,2100,"[[1645.1082763671875, 571.5067749023438, 1798.9930419921875, 876.6564331054688], [300.103759765625, 581.6830444335938, 624.5247192382812, 1267.3516845703125], [1352.137451171875, 794.6239624023438, 1405.4375, 947.620361328125], [689.67578125, 695.6917114257812, 817.9115600585938, 801.219970703125]]",4
15,Hans_Gude_-_En_innsjø_landskapet_(1861).jpg,frame,"[0.56640625, 0.486328125, 0.7734375, 0.57421875, 0.478515625, 0.486328125, 0.60546875, 0.6640625, 0.60546875]",1609,2100,"[[1061.19775390625, 755.4591064453125, 1154.642822265625, 928.2111206054688], [1017.49755859375, 910.0399780273438, 1097.0194091796875, 1092.5372314453125], [588.6832885742188, 903.4022216796875, 743.7559814453125, 1074.0345458984375], [963.8905029296875, 869.5310668945312, 1023.9608764648438, 932.0193481445312], [476.7716064453125, 893.5950927734375, 518.9886474609375, 933.6851806640625], [444.36767578125, 894.1968994140625, 480.4910583496094, 934.2169799804688], [1222.6605224609375, 653.6978759765625, 1341.0621337890625, 872.3375244140625], [833.7442016601562, 822.5255126953125, 1018.0274047851562, 1111.4580078125], [1339.613037109375, 677.125732421875, 1441.1309814453125, 856.2171020507812]]",9
16,Carl_Frederik_Aagaard_-_Fjordparti_-_1874.jpg,frame,"[0.7265625, 0.443359375, 0.6875, 0.59375, 0.48828125, 0.60546875, 0.5, 0.65234375, 0.453125, 0.62109375]",1574,2000,"[[1555.159423828125, 806.8487548828125, 1648.1011962890625, 909.2756958007812], [419.35589599609375, 1033.9468994140625, 710.0709838867188, 1184.113037109375], [1420.2037353515625, 905.3244018554688, 1648.19091796875, 1192.3389892578125], [1102.022705078125, 851.1456298828125, 1250.2098388671875, 1031.5985107421875], [300.4661560058594, 746.7369384765625, 431.4781799316406, 836.4403686523438], [299.6995544433594, 792.849609375, 427.7811584472656, 1102.51171875], [407.87060546875, 747.581298828125, 590.31689453125, 834.6168212890625], [1100.9349365234375, 851.2731323242188, 1289.19384765625, 1193.2899169921875], [994.5055541992188, 1102.426513671875, 1096.6080322265625, 1193.8931884765625], [1371.2557373046875, 914.4121704101562, 1427.82080078125, 997.3685913085938]]",10
17,"Joseph_Mallord_William_Turner_(1775-1851)_-_House_beside_the_River,_with_Trees_and_Sheep_-_N02694_-_National_Gallery.jpg",frame,"[0.71875, 0.44140625, 0.5625, 0.54296875, 0.66015625, 0.61328125, 0.494140625, 0.48828125, 0.63671875, 0.59375, 0.4609375, 0.54296875, 0.63671875, 0.53515625, 0.466796875, 0.66015625, 0.4609375, 0.5, 0.439453125, 0.482421875]",1440,1754,"[[299.62176513671875, 330.5030517578125, 448.2838439941406, 829.679443359375], [904.64501953125, 585.9257202148438, 974.266357421875, 801.4972534179688], [943.633056640625, 650.7533569335938, 1002.8607788085938, 834.1551513671875], [1218.6680908203125, 690.06494140625, 1307.444580078125, 756.63037109375], [1368.7718505859375, 561.1450805664062, 1453.783935546875, 871.7879638671875], [674.3065185546875, 658.70068359375, 820.4898681640625, 872.7479248046875], [1056.738037109375, 538.907470703125, 1153.5076904296875, 884.5578002929688], [874.1848754882812, 625.5618896484375, 932.6167602539062, 811.4410400390625], [1231.1878662109375, 731.5313720703125, 1324.882568359375, 892.07421875], [785.2382202148438, 665.5885009765625, 866.68701171875, 879.419677734375], [1083.4927978515625, 536.5635375976562, 1161.3695068359375, 888.0530395507812], [510.8206481933594, 393.6228332519531, 662.1142578125, 772.4931640625], [1007.2382202148438, 598.86279296875, 1078.421630859375, 890.5447998046875], [1318.6578369140625, 668.0257568359375, 1390.115966796875, 792.8817749023438], [877.7142333984375, 586.6201171875, 976.8170776367188, 849.3758544921875], [1129.5709228515625, 572.395263671875, 1233.5386962890625, 893.7437744140625], [962.0578002929688, 788.421142578125, 1052.1820068359375, 889.3829345703125], [424.879150390625, 394.4343566894531, 663.206298828125, 790.3811645507812], [432.10772705078125, 792.5389404296875, 566.6095581054688, 922.9303588867188], [1188.5352783203125, 779.0831298828125, 1233.9384765625, 853.9767456054688]]",20
18,18264-image.jpg,frame,"[0.427734375, 0.48046875]",1097,1355,"[[492.5910339355469, 677.823974609375, 531.9413452148438, 722.2752685546875], [427.6070861816406, 689.8230590820312, 477.36175537109375, 744.2808227539062]]",2
19,"Johan_Christian_Dahl_-_View_at_Larsens_Plads_Copenhagen_-_NG.M.00426-013_-_National_Museum_of_Art,_Architecture_and_Design.jpg",frame,[],1314,1599,[],0
20,Anton_Dorph_-_Arbejdsiver._To_tvillingepiger_siddende_i_en_klit_med_strikketøjet.png,frame,"[0.42578125, 0.68359375, 0.5859375]",1785,2100,"[[301.45440673828125, 301.02764892578125, 580.95458984375, 443.51385498046875], [300.696044921875, 298.91400146484375, 1205.0335693359375, 512.7760620117188], [577.2398681640625, 300.5090637207031, 1205.2781982421875, 495.54498291015625]]",3
