epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,31,,,,,,,0.9101123809814453,0.3369465470314026
0,31,,,0.8940609693527222,,0.5273755192756653,,,
1,49,,,,1.0,,7.136906060623005e-05,,
1,63,,,,,,,0.932584285736084,0.2701021730899811
1,63,,,0.9486356377601624,,0.1997215300798416,,,
2,95,,,,,,,0.932584285736084,0.46139106154441833
2,95,,,0.9502407908439636,,0.1301444172859192,,,
3,99,,,,1.0,,0.009379134513437748,,
3,127,,,,,,,0.932584285736084,1.1557164192199707
3,127,,,0.9309791326522827,,0.28170448541641235,,,
4,149,,,,1.0,,0.0035443142987787724,,
4,159,,,,,,,0.9438202381134033,0.4185894727706909
4,159,,,0.9678972959518433,,0.13166789710521698,,,
5,191,,,,,,,0.932584285736084,0.29579898715019226
5,191,,,0.966292142868042,,0.07297202199697495,,,
6,199,,,,0.949999988079071,,0.16711105406284332,,
6,223,,,,,,,0.932584285736084,0.6868354082107544
6,223,,,0.9598715901374817,,0.09897174686193466,,,
7,224,0.9497206807136536,0.32794418931007385,,,,,,
