epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,31,,,,,,,0.7977527976036072,1.2480008602142334
0,31,,,0.7688603401184082,,1.0324395895004272,,,
1,49,,,,0.8500000238418579,,0.3388192355632782,,
1,63,,,,,,,0.9438202381134033,0.19051609933376312
1,63,,,0.8796147704124451,,0.3619007468223572,,,
2,95,,,,,,,0.8651685118675232,0.22937509417533875
2,95,,,0.8603531122207642,,0.3323518633842468,,,
3,99,,,,0.949999988079071,,0.1562500298023224,,
3,127,,,,,,,0.9213483333587646,0.191655233502388
3,127,,,0.9245585799217224,,0.18610043823719025,,,
4,149,,,,0.949999988079071,,0.12633027136325836,,
4,159,,,,,,,0.9550561904907227,0.16371427476406097
4,159,,,0.903691828250885,,0.24242110550403595,,,
5,191,,,,,,,0.9438202381134033,0.19017650187015533
5,191,,,0.9213483333587646,,0.192910298705101,,,
6,199,,,,0.949999988079071,,0.12274712324142456,,
6,223,,,,,,,0.932584285736084,0.24726012349128723
6,223,,,0.9438202381134033,,0.14807066321372986,,,
7,249,,,,0.949999988079071,,0.07809188961982727,,
7,255,,,,,,,0.9213483333587646,0.1392781287431717
7,255,,,0.9534510374069214,,0.10914081335067749,,,
8,287,,,,,,,0.9101123809814453,0.220511794090271
8,287,,,0.9197431802749634,,0.17141829431056976,,,
9,299,,,,1.0,,0.03949671611189842,,
9,319,,,,,,,0.8876404762268066,0.2296132892370224
9,319,,,0.9390048384666443,,0.1280658096075058,,,
10,349,,,,0.800000011920929,,0.2123156040906906,,
10,351,,,,,,,0.9550561904907227,0.11053631454706192
10,351,,,0.9518458843231201,,0.11778616905212402,,,
11,383,,,,,,,0.9213483333587646,0.2603652775287628
11,383,,,0.9743177890777588,,0.0781935453414917,,,
12,399,,,,1.0,,0.03736143186688423,,
12,415,,,,,,,0.9550561904907227,0.1540377289056778
12,415,,,0.971107542514801,,0.07188065350055695,,,
13,447,,,,,,,0.932584285736084,0.14729154109954834
13,447,,,0.9695023894309998,,0.0706644281744957,,,
14,449,,,,1.0,,0.01055882964283228,,
14,479,,,,,,,0.9775280952453613,0.11135949194431305
14,479,,,0.9871588945388794,,0.05054028332233429,,,
15,499,,,,1.0,,0.012902436777949333,,
15,511,,,,,,,0.9550561904907227,0.21570885181427002
15,511,,,0.9839486479759216,,0.05903449282050133,,,
16,512,0.9553072452545166,0.33165520429611206,,,,,,
