epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,31,,,,,,,0.9438202381134033,0.3747178316116333
0,31,,,0.9020866751670837,,0.495879590511322,,,
1,49,,,,1.0,,0.00013090370339341462,,
1,63,,,,,,,0.9438202381134033,0.3814663887023926
1,63,,,0.9518458843231201,,0.15856467187404633,,,
2,95,,,,,,,0.966292142868042,0.38013529777526855
2,95,,,0.9678972959518433,,0.11321836709976196,,,
3,99,,,,1.0,,0.0009872526861727238,,
3,127,,,,,,,0.9438202381134033,0.27789896726608276
3,127,,,0.9454253315925598,,0.13262499868869781,,,
4,149,,,,1.0,,0.018843693658709526,,
4,159,,,,,,,0.966292142868042,0.28854215145111084
4,159,,,0.9486356377601624,,0.15203867852687836,,,
5,191,,,,,,,0.9438202381134033,0.19574038684368134
5,191,,,0.971107542514801,,0.07946742326021194,,,
6,199,,,,1.0,,0.007705959491431713,,
6,223,,,,,,,0.9550561904907227,0.3551461398601532
6,223,,,0.9678972959518433,,0.06894595921039581,,,
7,249,,,,0.949999988079071,,0.1129181832075119,,
7,255,,,,,,,0.932584285736084,0.21783781051635742
7,255,,,0.9791332483291626,,0.05527873337268829,,,
8,287,,,,,,,0.9438202381134033,0.329058974981308
8,287,,,0.9791332483291626,,0.04741686210036278,,,
9,299,,,,0.949999988079071,,0.22373992204666138,,
9,319,,,,,,,0.9438202381134033,0.4365408420562744
9,319,,,0.9743177890777588,,0.06674443185329437,,,
10,349,,,,0.949999988079071,,0.15184946358203888,,
10,351,,,,,,,0.9550561904907227,0.18828542530536652
10,351,,,0.9855538010597229,,0.04569121450185776,,,
11,383,,,,,,,0.9438202381134033,0.37868812680244446
11,383,,,0.9775280952453613,,0.05125488340854645,,,
12,399,,,,1.0,,0.0030499324202537537,,
12,415,,,,,,,0.9550561904907227,0.26733216643333435
12,415,,,0.9871588945388794,,0.03366183862090111,,,
13,447,,,,,,,0.9438202381134033,0.3958943486213684
13,447,,,0.9839486479759216,,0.032534170895814896,,,
14,449,,,,1.0,,0.003697643056511879,,
14,479,,,,,,,0.932584285736084,0.33947744965553284
14,479,,,0.9919742941856384,,0.03563722223043442,,,
15,499,,,,1.0,,0.0059297820553183556,,
15,511,,,,,,,0.9438202381134033,0.4146687686443329
15,511,,,0.9903692007064819,,0.024118203669786453,,,
16,512,0.9776536226272583,0.12278877198696136,,,,,,
