epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,31,,,,,,,0.8089887499809265,0.35037752985954285
0,31,,,0.7512038350105286,,1.1153441667556763,,,
1,49,,,,0.8500000238418579,,0.2578323781490326,,
1,63,,,,,,,0.898876428604126,0.20369017124176025
1,63,,,0.869983971118927,,0.3229706585407257,,,
2,95,,,,,,,0.8876404762268066,0.20586444437503815
2,95,,,0.8908507227897644,,0.23998868465423584,,,
3,99,,,,0.8999999761581421,,0.19150392711162567,,
3,127,,,,,,,0.898876428604126,0.17057809233665466
3,127,,,0.8940609693527222,,0.3032390773296356,,,
4,149,,,,0.949999988079071,,0.16678081452846527,,
4,159,,,,,,,0.932584285736084,0.23490114510059357
4,159,,,0.898876428604126,,0.23155413568019867,,,
5,191,,,,,,,0.898876428604126,0.17361192405223846
5,191,,,0.927768886089325,,0.20606477558612823,,,
6,199,,,,0.949999988079071,,0.2814081013202667,,
6,223,,,,,,,0.8426966071128845,0.22924809157848358
6,223,,,0.9454253315925598,,0.17714083194732666,,,
7,249,,,,0.8999999761581421,,0.13192792236804962,,
7,255,,,,,,,0.9438202381134033,0.17838957905769348
7,255,,,0.942215085029602,,0.14158429205417633,,,
8,287,,,,,,,0.9213483333587646,0.18749520182609558
8,287,,,0.9598715901374817,,0.10926177352666855,,,
9,288,0.8994413614273071,0.2671545743942261,,,,,,
