epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,31,,,,,,,0.8202247023582458,0.6094481348991394
0,31,,,0.7383627891540527,,1.151546597480774,,,
1,49,,,,0.949999988079071,,0.09937454760074615,,
1,63,,,,,,,0.9101123809814453,0.2485257238149643
1,63,,,0.8635634183883667,,0.33945465087890625,,,
2,95,,,,,,,0.9101123809814453,0.3190707862377167
2,95,,,0.8892455697059631,,0.2349569946527481,,,
3,99,,,,0.8500000238418579,,0.2127823531627655,,
3,127,,,,,,,0.9101123809814453,0.20853666961193085
3,127,,,0.903691828250885,,0.21703176200389862,,,
4,149,,,,0.8500000238418579,,0.35295912623405457,,
4,159,,,,,,,0.898876428604126,0.3788796663284302
4,159,,,0.8635634183883667,,0.2888200581073761,,,
5,191,,,,,,,0.932584285736084,0.22904394567012787
5,191,,,0.9261637330055237,,0.213271826505661,,,
6,199,,,,1.0,,0.024612385779619217,,
6,223,,,,,,,0.932584285736084,0.1639786660671234
6,223,,,0.9293739795684814,,0.17622925341129303,,,
7,249,,,,0.949999988079071,,0.13575701415538788,,
7,255,,,,,,,0.9550561904907227,0.11098076403141022
7,255,,,0.9390048384666443,,0.12888440489768982,,,
8,287,,,,,,,0.9775280952453613,0.12345916032791138
8,287,,,0.937399685382843,,0.1422889232635498,,,
9,299,,,,1.0,,0.03571578487753868,,
9,319,,,,,,,0.966292142868042,0.15621419250965118
9,319,,,0.9534510374069214,,0.1174030676484108,,,
10,349,,,,1.0,,0.11757869273424149,,
10,351,,,,,,,0.9550561904907227,0.1846647411584854
10,351,,,0.9598715901374817,,0.10026621073484421,,,
11,383,,,,,,,0.9438202381134033,0.20429690182209015
11,383,,,0.9727126955986023,,0.07511185854673386,,,
12,399,,,,1.0,,0.023709941655397415,,
12,415,,,,,,,0.9550561904907227,0.09901147335767746
12,415,,,0.9775280952453613,,0.071337029337883,,,
13,447,,,,,,,0.932584285736084,0.250184565782547
13,447,,,0.9823434948921204,,0.06445935368537903,,,
14,449,,,,1.0,,0.014658667147159576,,
14,479,,,,,,,0.9550561904907227,0.2509215176105499
14,479,,,0.9839486479759216,,0.05133404955267906,,,
15,499,,,,1.0,,0.011012864299118519,,
15,511,,,,,,,0.9550561904907227,0.17885270714759827
15,511,,,0.9919742941856384,,0.04275637865066528,,,
16,543,,,,,,,0.9550561904907227,0.19834229350090027
16,543,,,0.9887640476226807,,0.04674627631902695,,,
17,549,,,,1.0,,0.030104082077741623,,
17,575,,,,,,,0.9550561904907227,0.19135811924934387
17,575,,,0.9855538010597229,,0.04860091209411621,,,
18,576,0.9608938694000244,0.2634425759315491,,,,,,
